序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,技术评分,预期涨幅%
2989,600157,永泰能源,1.97,1.03,0.02,11274433.0,2195569236.0,3.08,1.98,1.92,1.93,1.95,0.67,5.17,162.91,0.91,42980995366.0,42980995366.0,0.0,0.0,23.13,25.48,62.06,5
